id,name,star,comment,class,coordinate,address
73,排球場,4.6,61,排球場,"25.0143115,121.542834",台北市大安區基隆路四段43號
74,道南5籃球場,5.0,1,籃球場,"24.983408,121.571086",台北市文山區
75,立農公園籃球場,1.8,4,籃球場,"25.1184222,121.5034765",台北市北投區承德路七段378號
76,北醫排球場,4.6,24,排球場,"25.0245732,121.5615176",台北市信義區110
77,Urspor 活力射手籃球營,5.0,3,活動管理公司,"25.0075628,121.5387752",台北市文山區羅斯福路五段35號
78,東陽公園籃球場,3.0,1,籃球場,"25.0580399,121.597833",台北市南港區重陽路187巷6號
79,臺北市信義運動中心Taipei Xinyi Sports Center,4.1,2,綜合運動中心,"25.0316985,121.566768",台北市信義區松勤街100號
80,榮華公園籃球場,4.7,22,籃球場,"25.110256,121.5215113",台北市北投區明德路150巷11-17號
81,百齡左岸籃球場C.D,0,0,籃球場,"25.0844405,121.5132496",台北市士林區通河西街一段76號
82,錦和運動公園籃球場,4.3,19,籃球場,"24.992576,121.4875759",新北市中和區
83,百齡左岸籃球場,5.0,6,籃球場,"25.0918245,121.5111591",台北市士林區
84,國立臺北科技大學 學生運動場,4.1,173,田徑場,"25.042458,121.537521",台北市大安區建國南路一段105號
85,臺北萬華運動中心,4.1,2,綜合運動中心,"25.0474576,121.5068673",台北市萬華區西寧南路6-1號
86,耀馬體育用品,3.9,110,運動用品店,"25.0200139,121.533679",台北市大安區新生南路三段62號
87,南湖左岸河濱公園籃球場,4.5,4,籃球場,"25.0593618,121.5950627",台北市南港區115
88,籃球場,0,0,籃球場,"24.9886621,121.5723611",台北市文山區木柵
89,觀山籃球場,4.6,16,籃球場,"25.0703029,121.5695677",台北市松山區105
90,福和橋下籃球場,4.2,133,籃球場,"25.0070476,121.5282095",新北市永和區
91,玉成公園籃球場,4.3,132,籃球場,"25.0419558,121.5868276",台北市南港區
92,臺北體育館,4.3,2,體育館,"25.0513025,121.5520716",台北市松山區南京東路四段10號
93,百齡左岸籃球場2,5.0,1,籃球場,"25.0922195,121.510958",台北市士林區
94,成美左岸河濱籃球場,5.0,3,籃球場,"25.0576207,121.59138",台北市南港區115
95,永安國小風雨籃球場,5.0,8,籃球場,"25.079769,121.5491439",台北市中山區
96,福和運動公園,4.2,2,綜合運動中心,"25.0072053,121.5272565",新北市永和區福和路7巷5弄7號
97,籃球場,5.0,3,籃球場,"25.0239267,121.4491974",新北市板橋區
98,恐龍主題公園籃球場,4.1,36,籃球場,"25.0081257,121.4939912",新北市中和區
99,臺北市大同運動中心,4.0,1,綜合運動中心,"25.065371,121.5161993",台北市大同區大龍街51號
100,中正運動中心,4.2,3,綜合運動中心,"25.0384552,121.519462",台北市中正區信義路一段1號
101,師大附中體育館,4.3,69,體育館,"25.0341596,121.5396717",台北市大安區信義路三段143號
102,政大六期籃球場,0,0,籃球場,"24.9804756,121.5785332",台北市文山區環山二道35-1號
103,洲尾庄興安宮籃球場,0,0,籃球場,"25.0549348,121.5839918",台北市內湖區潭美街183號
104,太平運動公園籃球場,3.3,6,籃球場,"24.9592548,121.5325221",新北市新店區231
105,國立陽明交通大學陽明校區山頂籃球場,3.5,4,籃球場,"25.1248314,121.513665",台北市北投區
106,微風籃球場,4.8,9,籃球場,"25.093238,121.4573636",新北市蘆洲區
107,政大五期籃球場,5.0,2,籃球場,"24.9810147,121.5780216",台北市文山區環山二道35-1號
108,板橋體育場籃球場,4.5,4,籃球場,"25.0097552,121.4674505",新北市板橋區漢生東路279號
109,大湖山莊籃球場,4.1,35,籃球場,"25.0862769,121.6050556",台北市內湖區大湖山莊街
110,安康公園籃球場,3.0,1,籃球場,"25.06688,121.6127275",台北市內湖區康寧路三段220號
111,南湖右岸河濱籃球場,0,0,籃球場,"25.0604148,121.592883",台北市內湖區潭美街399號
112,承德橋下籃球場,3.7,11,籃球場,"25.077175,121.5203951",台北市大同區
113,百齡右岸河濱公園籃球場一,0,0,籃球場,"25.086742,121.515431",台北市士林區
114,石潭公園籃球場,0,0,籃球場,"25.0636244,121.5928589",台北市成功路二段石潭公園
115,電信街籃球場,4.4,7,籃球場,"25.0586441,121.4975028",新北市三重區大同南路134巷32號
116,環保公園 籃球場,4.4,9,籃球場,"25.0432835,121.4740571",新北市三重區
117,臺北市體育總會,3.7,6,綜合運動中心,"25.0487102,121.55107",台北市松山區敦化北路3號168室
118,綠寶石公園籃球場,4.3,110,籃球場,"25.0178473,121.510271",新北市永和區環河西路二段
119,籃球場,4.6,14,籃球場,"25.0608127,121.5034158",新北市三重區
120,民生公園籃球場,3.0,2,籃球場,"25.0137518,121.476131",新北市板橋區民生路一段30號
